PlayerName,Affiliation,League,Age,Position,Games Played,Market Value (Euros),Last Updated Date,Highest Market Value (Euros),Highest Market Value Date
Anthony Modeste,1. FC Koln,Bundesliga,31,Forward ,1,7000000,"Last update: Jun 12, 2019",20000000,6/19/2017
Benno Schmitz,1. FC Koln,Bundesliga,25,Defender ,0,1000000,"Last update: Jun 12, 2019",1750000,3/22/2017
Birger Verstraete,1. FC Koln,Bundesliga,25,Midfielder ,0,4000000,"Last update: Jun 10, 2019",4000000,09/11/2018
Brady Scott,1. FC Koln,Bundesliga,20,Goalkeeper,14,100000,"Last update: Jun 12, 2019",100000,08/03/2018
Christian Clemens,1. FC Koln,Bundesliga,28,Midfielder ,15,1750000,"Last update: Jun 12, 2019",3500000,6/29/2013
Darko Churlinov,1. FC Koln,Bundesliga,19,Forward ,6,400000,"Last update: Jul 28, 2019",,
Dominick Drexler,1. FC Koln,Bundesliga,29,Midfielder ,1,4000000,"Last update: Jun 12, 2019",4000000,8/21/2018
Ellyes Skhiri,1. FC Koln,Bundesliga,24,Midfielder ,1,12000000,"Last update: Jun 3, 2019",12000000,06/03/2019
Florian Kainz,1. FC Koln,Bundesliga,27,Forward ,0,3000000,"Last update: Jun 12, 2019",4500000,06/01/2016
Ismail Jakobs,1. FC Koln,Bundesliga,20,Defender ,0,100000,"Last update: Jul 15, 2019",100000,7/15/2019
Jhon Cordoba,1. FC Koln,Bundesliga,26,Forward ,1,6500000,"Last update: Jun 12, 2019",10000000,10/18/2017
Jonas Hector,1. FC Koln,Bundesliga,29,Defender ,1,10000000,"Last update: Jun 12, 2019",20000000,6/19/2017
Jorge Mere,1. FC Koln,Bundesliga,22,Defender ,0,10000000,"Last update: Jun 12, 2019",10000000,06/12/2019
Julian Krahl,1. FC Koln,Bundesliga,19,Position:                            Goalkeeper,7,200000,"Last update: Jun 5, 2019",200000,8/22/2018
Kingsley Ehizibue,1. FC Koln,Bundesliga,24,Defender ,0,2500000,"Last update: Oct 2, 2019",2500000,10/02/2019
Kingsley Schindler,1. FC Koln,Bundesliga,26,Forward ,0,3000000,"Last update: Jun 12, 2019",3000000,01/08/2019
Lasse Sobiech,1. FC Koln,Bundesliga,28,Defender ,0,1200000,"Last update: Oct 2, 2019",2000000,6/19/2018
Louis Schaub,1. FC Koln,Bundesliga,24,Midfielder ,1,4000000,"Last update: Jun 12, 2019",4000000,10/06/2016
Marcel Risse,1. FC Koln,Bundesliga,29,Midfielder ,0,1500000,"Last update: Jun 12, 2019",4500000,02/07/2017
Marco Hoger,1. FC Koln,Bundesliga,30,Midfielder ,0,2000000,"Last update: Jun 12, 2019",6000000,6/30/2013
Matthias Bader,1. FC Koln,Bundesliga,22,Defender ,0,500000,"Last update: Jun 12, 2019",500000,06/08/2018
Niklas Hauptmann,1. FC Koln,Bundesliga,23,Midfielder ,2,2000000,"Last update: Jun 12, 2019",2000000,01/08/2019
Noah Katterbach,1. FC Koln,Bundesliga,18,Position:                            Left,0,900000,"Last update: Oct 2, 2019",900000,10/02/2019
Rafael Czichos,1. FC Koln,Bundesliga,29,Defender ,0,2000000,"Last update: Jun 12, 2019",2000000,06/12/2019
Sebastiaan Bornauw,1. FC Koln,Bundesliga,20,Defender ,1,6500000,"Last update: Oct 2, 2019",6500000,10/02/2019
Simon Terodde,1. FC Koln,Bundesliga,31,Forward ,3,3500000,"Last update: Jun 12, 2019",4000000,6/27/2017
Thomas Kessler,1. FC Koln,Bundesliga,33,Goalkeeper,0,250000,"Last update: Jun 12, 2019",2000000,01/12/2011
Timo Horn,1. FC Koln,Bundesliga,26,Goalkeeper,23,6000000,"Last update: Jun 12, 2019",12000000,6/19/2017
Vincent Koziello,1. FC Koln,Bundesliga,24,Midfielder ,0,2000000,"Last update: Jun 12, 2019",11000000,11/01/2016
Aaron Martin,1.FSV Mainz 05,Bundesliga,22,Defender ,0,20000000,"Last update: Jun 5, 2019",20000000,3/22/2018
Aaron Seydel,1.FSV Mainz 05,Bundesliga,23,Forward ,8,400000,"Last update: Jun 12, 2019",500000,02/07/2017
Adam Szalai,1.FSV Mainz 05,Bundesliga,31,Forward ,0,3000000,"Last update: Jun 5, 2019",7000000,1/13/2013
Ahmet Gurleyen,1.FSV Mainz 05,Bundesliga,20,Defender ,1,400000,"Last update: Jun 5, 2019",600000,12/18/2018
Alexander Hack,1.FSV Mainz 05,Bundesliga,26,Defender ,0,2500000,"Last update: Jun 5, 2019",3000000,06/05/2018
Alexandru Maxim,1.FSV Mainz 05,Bundesliga,29,Midfielder ,0,2000000,"Last update: Jun 5, 2019",7000000,02/12/2014
Cyrill Akono,1.FSV Mainz 05,Bundesliga,19,Forward ,3,500000,"Last update: Jun 14, 2019",500000,6/14/2019
Daniel Brosinski,1.FSV Mainz 05,Bundesliga,31,Defender ,2,2500000,"Last update: Jun 5, 2019",3000000,06/05/2018
Danny Latza,1.FSV Mainz 05,Bundesliga,29,Midfielder ,0,4000000,"Last update: Jun 5, 2019",5000000,12/28/2017
Dong-won Ji,1.FSV Mainz 05,Bundesliga,28,Forward ,13,1750000,"Last update: Jun 5, 2019",2500000,6/24/2012
Edimilson Fernandes,1.FSV Mainz 05,Bundesliga,23,Midfielder ,0,8000000,"Last update: Jun 6, 2019",8000000,03/01/2019
Finn Dahmen,1.FSV Mainz 05,Bundesliga,21,Goalkeeper,9,150000,"Last update: Jun 5, 2019",150000,08/06/2018
Florian Muller,1.FSV Mainz 05,Bundesliga,22,Goalkeeper,12,10000000,"Last update: Jun 5, 2019",10000000,06/05/2019
Jean-Paul Boetius,1.FSV Mainz 05,Bundesliga,25,Midfielder ,2,6000000,"Last update: Jun 5, 2019",6000000,06/05/2019
Jean-Philippe Mateta,1.FSV Mainz 05,Bundesliga,22,Forward ,17,22000000,"Last update: Jun 5, 2019",22000000,06/05/2019
Jeremiah St. Juste,1.FSV Mainz 05,Bundesliga,23,Defender ,1,9000000,"Last update: Oct 2, 2019",9000000,10/02/2019
Jonathan Burkardt,1.FSV Mainz 05,Bundesliga,19,Forward ,0,1750000,"Last update: Jun 5, 2019",1750000,12/18/2018
Jonathan Meier,1.FSV Mainz 05,Bundesliga,20,Defender ,0,700000,"Last update: Oct 2, 2019",700000,10/02/2019
Karim Onisiwo,1.FSV Mainz 05,Bundesliga,27,Forward ,2,3500000,"Last update: Jun 5, 2019",3500000,06/05/2019
Leandro Barreiro Martins,1.FSV Mainz 05,Bundesliga,19,Midfielder ,0,500000,"Last update: Jun 5, 2019",500000,06/05/2019
Levin Oztunali,1.FSV Mainz 05,Bundesliga,23,Midfielder ,1,3500000,"Last update: Jun 5, 2019",6500000,6/19/2017
Merveille Papela,1.FSV Mainz 05,Bundesliga,18,Midfielder ,1,,,,
Moussa Niakhate,1.FSV Mainz 05,Bundesliga,23,Defender ,0,14000000,"Last update: Jun 5, 2019",14000000,06/05/2019
Niklas Tauer,1.FSV Mainz 05,Bundesliga,18,,2,,,,
Omer Hanin,1.FSV Mainz 05,Bundesliga,21,Goalkeeper,7,300000,"Last update: Jun 28, 2019",300000,6/28/2019
Phillipp Mwene,1.FSV Mainz 05,Bundesliga,25,Defender ,0,1500000,"Last update: Jun 5, 2019",1500000,12/18/2018
Pierre Kunde Malong,1.FSV Mainz 05,Bundesliga,24,Midfielder ,0,10000000,"Last update: Jun 5, 2019",10000000,06/05/2019
Ridle Baku,1.FSV Mainz 05,Bundesliga,21,Midfielder ,0,3500000,"Last update: Jun 5, 2019",4000000,10/22/2018
Robin Quaison,1.FSV Mainz 05,Bundesliga,26,Forward ,4,8000000,"Last update: Jun 5, 2019",8000000,06/05/2019
Robin Zentner,1.FSV Mainz 05,Bundesliga,25,Goalkeeper,18,1000000,"Last update: Jun 5, 2019",2500000,03/06/2019
Ronael Pierre-Gabriel,1.FSV Mainz 05,Bundesliga,21,Defender ,0,4000000,"Last update: Jun 3, 2019",6000000,09/06/2018
Stefan Bell,1.FSV Mainz 05,Bundesliga,28,Defender ,0,3500000,"Last update: Jun 5, 2019",6000000,7/22/2016
Taiwo Awoniyi,1.FSV Mainz 05,Bundesliga,22,Forward ,0,4500000,"Last update: Jun 10, 2019",4500000,06/10/2019
Alessio Romagnoli,AC Milan,Serie A,24,Defender ,0,50000000,"Last update: Jun 6, 2019",50000000,03/01/2019
Andrea Conti,AC Milan,Serie A,25,Defender ,0,15000000,"Last update: Jun 6, 2019",18000000,03/01/2019
Ante Rebic,AC Milan,Serie A,26,Forward ,0,40000000,"Last update: Jun 5, 2019",40000000,06/05/2019
Antonio Donnarumma,AC Milan,Serie A,29,Goalkeeper,0,500000,"Last update: Jun 6, 2019",800000,5/26/2012
Davide Calabria,AC Milan,Serie A,22,Defender ,0,18000000,"Last update: Oct 8, 2019",20000000,03/01/2019
Fabio Borini,AC Milan,Serie A,28,Forward ,0,7000000,"Last update: Jun 6, 2019",12000000,09/09/2012
Franck Kessie,AC Milan,Serie A,22,Midfielder ,1,30000000,"Last update: Oct 8, 2019",35000000,10/12/2018
Giacomo Bonaventura,AC Milan,Serie A,30,Midfielder ,0,20000000,"Last update: Jun 6, 2019",24000000,01/02/2017
Gianluigi Donnarumma,AC Milan,Serie A,20,Goalkeeper,15,55000000,"Last update: Jun 6, 2019",55000000,06/06/2019
Hakan Calhanoglu,AC Milan,Serie A,25,Forward ,2,18000000,"Last update: Oct 8, 2019",27000000,06/07/2018
Ismael Bennacer,AC Milan,Serie A,21,Midfielder ,0,17000000,"Last update: Oct 8, 2019",17000000,10/08/2019
Krzysztof Piatek,AC Milan,Serie A,24,Forward ,3,40000000,"Last update: Jun 6, 2019",40000000,03/01/2019
Leo Duarte,AC Milan,Serie A,23,Defender ,0,8000000,"Last update: Aug 15, 2019",8000000,8/15/2019
Lucas Biglia,AC Milan,Serie A,33,Midfielder ,0,6000000,"Last update: Jun 6, 2019",20000000,7/15/2016
Lucas Paqueta,AC Milan,Serie A,22,Midfielder ,0,35000000,"Last update: Jun 6, 2019",35000000,03/01/2019
Mateo Musacchio,AC Milan,Serie A,29,Defender ,0,15000000,"Last update: Jun 6, 2019",18000000,06/05/2017
Matteo Gabbia,AC Milan,Serie A,20,Defender ,0,500000,"Last update: Jun 19, 2019",500000,12/29/2017
Mattia Caldara,AC Milan,Serie A,25,Defender ,0,20000000,"Last update: Jun 6, 2019",25000000,3/24/2018
Pepe Reina,AC Milan,Serie A,37,Goalkeeper,1,1000000,"Last update: Jun 6, 2019",22000000,8/13/2010
Rade Krunic,AC Milan,Serie A,26,Midfielder ,0,8000000,"Last update: Jun 6, 2019",8000000,06/06/2019
Rafael Leao,AC Milan,Serie A,20,Forward ,1,22000000,"Last update: Oct 8, 2019",22000000,10/08/2019
Ricardo Rodriguez,AC Milan,Serie A,27,Defender ,0,13000000,"Last update: Oct 8, 2019",28000000,07/10/2014
Samu Castillejo,AC Milan,Serie A,24,Forward ,0,15000000,"Last update: Oct 8, 2019",18000000,10/12/2018
Suso,AC Milan,Serie A,26,Forward ,1,33000000,"Last update: Oct 8, 2019",50000000,12/20/2018
Theo Hernandez,AC Milan,Serie A,22,Defender ,2,18000000,"Last update: Oct 8, 2019",20000000,8/17/2017
Aaron Meijers,ADO Den Haag,Eredivisie,32,Defender ,1,850000,"Last update: Jun 12, 2019",1000000,07/01/2015
Aleksandar Bjelica,ADO Den Haag,Eredivisie,25,Defender ,0,350000,"Last update: Jun 29, 2019",1200000,1/21/2017
Bilal Ould-Chikh,ADO Den Haag,Eredivisie,22,Forward ,0,300000,"Last update: Sep 19, 2019",1500000,07/01/2015
Crysencio Summerville,ADO Den Haag,Eredivisie,18,Forward ,1,350000,"Last update: Jul 3, 2019",350000,07/03/2019
Danny Bakker,ADO Den Haag,Eredivisie,24,Midfielder ,0,800000,"Last update: Sep 19, 2019",1000000,06/12/2018
Dehninio Muringen,ADO Den Haag,Eredivisie,20,,0,50000,"Last update: Aug 1, 2019",,
Dion Malone,ADO Den Haag,Eredivisie,30,Midfielder ,0,700000,"Last update: Jun 12, 2019",850000,11/11/2015
Donny Gorter,ADO Den Haag,Eredivisie,31,Midfielder ,0,200000,"Last update: Jun 12, 2019",1250000,10/09/2012
Elson Hooi,ADO Den Haag,Eredivisie,28,Forward ,0,600000,"Last update: Jun 12, 2019",600000,10/04/2018
Erik Falkenburg,ADO Den Haag,Eredivisie,31,Midfielder ,1,600000,"Last update: Jun 12, 2019",1500000,08/04/2010
John Goossens,ADO Den Haag,Eredivisie,31,Midfielder ,0,300000,"Last update: Jun 12, 2019",1250000,7/13/2012
Lex Immers,ADO Den Haag,Eredivisie,33,Midfielder ,2,850000,"Last update: Jun 12, 2019",3000000,08/11/2014
Lorenzo van Kleef,ADO Den Haag,Eredivisie,18,Contract expires:,0,75000,"Last update: Sep 19, 2019",,
Luuk Koopmans,ADO Den Haag,Eredivisie,26,Goalkeeper,11,350000,"Last update: Jun 27, 2019",350000,3/23/2019
Maarten Rieder,ADO Den Haag,Eredivisie,20,Position:                            Central Midfield,0,75000,"Last update: Aug 1, 2019",,
Mats van Kins,ADO Den Haag,Eredivisie,20,Midfielder ,0,100000,"Last update: Jun 12, 2019",100000,1/17/2018
Michiel Kramer,ADO Den Haag,Eredivisie,30,Forward ,2,650000,"Last update: Sep 19, 2019",3000000,02/05/2016
Mike Havekotte,ADO Den Haag,Eredivisie,24,Goalkeeper,3,75000,"Last update: Jun 12, 2019",75000,06/12/2018
Milan van Ewijk,ADO Den Haag,Eredivisie,19,Defender ,0,300000,"Last update: Sep 19, 2019",300000,9/19/2019
Pawel Cibicki,ADO Den Haag,Eredivisie,25,Forward ,0,900000,"Last update: Jun 28, 2019",1250000,9/18/2017
Robert Zwinkels,ADO Den Haag,Eredivisie,36,Goalkeeper,9,500000,"Last update: Jun 12, 2019",1000000,6/17/2009
Robin Polley,ADO Den Haag,Eredivisie,20,Defender ,0,50000,"Last update: Jun 12, 2019",100000,10/04/2018
Shaquille Pinas,ADO Den Haag,Eredivisie,21,Defender ,1,900000,"Last update: Sep 19, 2019",900000,9/19/2019
Thom Haye,ADO Den Haag,Eredivisie,24,Midfielder ,0,600000,"Last update: Jun 5, 2019",1250000,11/11/2015
Tom Beugelsdijk,ADO Den Haag,Eredivisie,29,Defender ,1,700000,"Last update: Jun 12, 2019",900000,06/12/2018
Tomas Necid,ADO Den Haag,Eredivisie,30,Forward ,3,1000000,"Last update: Jun 12, 2019",6500000,2/20/2010
Yahya Boussakou,ADO Den Haag,Eredivisie,19,Forward ,1,50000,"Last update: Jun 12, 2019",50000,4/25/2019
Andre Onana,Ajax,Eredivisie,23,Goalkeeper,9,35000000,"Last update: Jun 12, 2019",35000000,3/13/2019
Benjamin van Leer,Ajax,Eredivisie,27,Goalkeeper,173,900000,"Last update: Jun 12, 2019",1500000,06/07/2017
Bruno Varela,Ajax,Eredivisie,25,Goalkeeper,0,3000000,"Last update: Jun 12, 2019",8000000,6/13/2018
Carel Eiting,Ajax,Eredivisie,21,Midfielder ,0,4000000,"Last update: Jun 12, 2019",4000000,10/04/2018
Daley Blind,Ajax,Eredivisie,29,Defender ,0,24000000,"Last update: Jun 12, 2019",24000000,06/12/2019
David Neres,Ajax,Eredivisie,22,Forward ,6,45000000,"Last update: Jun 12, 2019",45000000,06/12/2019
Dominik Kotarski,Ajax,Eredivisie,19,Goalkeeper,10,500000,"Last update: Jul 3, 2019",500000,07/03/2019
Donny van de Beek,Ajax,Eredivisie,22,Midfielder ,5,50000000,"Last update: Sep 19, 2019",50000000,9/19/2019
Dusan Tadic,Ajax,Eredivisie,31,Forward ,7,25000000,"Last update: Jun 12, 2019",25000000,06/12/2019
Edson Alvarez,Ajax,Eredivisie,22,Defender ,0,13000000,"Last update: Aug 1, 2019",13000000,08/01/2019
Hakim Ziyech,Ajax,Eredivisie,26,Forward ,5,40000000,"Last update: Jun 12, 2019",40000000,06/12/2019
Hassane Bande,Ajax,Eredivisie,21,Forward ,0,7500000,"Last update: Jun 12, 2019",7500000,01/09/2018
Joel Veltman,Ajax,Eredivisie,27,Defender ,0,8000000,"Last update: Sep 19, 2019",8000000,9/19/2019
Jurgen Ekkelenkamp,Ajax,Eredivisie,19,Midfielder ,7,1500000,"Last update: Jun 12, 2019",1500000,06/12/2019
Kik Pierie,Ajax,Eredivisie,19,Defender ,1,4000000,"Last update: Jun 12, 2019",4000000,06/12/2019
Kjell Scherpen,Ajax,Eredivisie,19,Goalkeeper,12,1500000,"Last update: Jun 12, 2019",1500000,3/13/2019
Klaas-Jan Huntelaar,Ajax,Eredivisie,36,Forward ,5,1000000,"Last update: Jun 12, 2019",20000000,12/02/2008
Lassina Traore,Ajax,Eredivisie,18,Forward ,13,2500000,"Last update: Sep 19, 2019",2500000,9/19/2019
Lisandro Martinez,Ajax,Eredivisie,21,Defender ,2,11000000,"Last update: Sep 19, 2019",11000000,9/19/2019
Nicolas Tagliafico,Ajax,Eredivisie,27,Defender ,3,28000000,"Last update: Jun 12, 2019",28000000,06/12/2019
Noa Lang,Ajax,Eredivisie,20,Midfielder ,4,3000000,"Last update: Sep 19, 2019",3000000,9/19/2019
Noussair Mazraoui,Ajax,Eredivisie,22,Defender ,0,15000000,"Last update: Sep 19, 2019",18000000,06/12/2019
Perr Schuurs,Ajax,Eredivisie,19,Defender ,1,4500000,"Last update: Sep 19, 2019",4500000,9/19/2019
Quincy Promes,Ajax,Eredivisie,27,Forward ,8,18000000,"Last update: Jun 11, 2019",24000000,06/06/2018
Razvan Marin,Ajax,Eredivisie,23,Midfielder ,0,13500000,"Last update: Jun 10, 2019",13500000,06/10/2019
Ryan Gravenberch,Ajax,Eredivisie,17,Midfielder ,6,5000000,"Last update: Jun 12, 2019",5000000,10/04/2018
Sergino Dest,Ajax,Eredivisie,19,Defender ,0,5500000,"Last update: Sep 19, 2019",5500000,9/19/2019
Siem de Jong,Ajax,Eredivisie,30,Midfielder ,0,2000000,"Last update: Mar 2, 2019",10000000,5/28/2013
Zakaria Labyad,Ajax,Eredivisie,26,Midfielder ,0,4000000,"Last update: Jun 12, 2019",6000000,06/12/2018
Ablaye Mbengue,Akhmat Grozny,Premier Liga,27,Forward ,1,1500000,"Last update: Jun 14, 2019",1500000,6/14/2019
Abubakar Kadyrov,Akhmat Grozny,Premier Liga,23,Forward ,0,50000,"Last update: Jun 14, 2019",75000,12/20/2018
Aleksandr Melikhov,Akhmat Grozny,Premier Liga,21,Goalkeeper,0,450000,"Last update: Jun 14, 2019",500000,10/15/2018
Andres Ponce,Akhmat Grozny,Premier Liga,23,Forward ,2,1000000,"Last update: Jun 14, 2019",1000000,12/20/2018
Andrey Semenov,Akhmat Grozny,Premier Liga,30,Defender ,1,4000000,"Last update: Jun 14, 2019",4500000,01/06/2016
Anton Shvets,Akhmat Grozny,Premier Liga,26,Midfielder ,0,3000000,"Last update: Jun 14, 2019",3000000,12/20/2018
Apti Akhyadov,Akhmat Grozny,Premier Liga,26,Forward ,0,300000,"Last update: Jun 14, 2019",300000,6/14/2019
Bernard Berisha,Akhmat Grozny,Premier Liga,28,Forward ,2,2000000,"Last update: Jun 14, 2019",3000000,06/06/2018
Damian Szymanski,Akhmat Grozny,Premier Liga,24,Midfielder ,0,1500000,"Last update: Jun 14, 2019",1500000,2/22/2019
Denis Glushakov,Akhmat Grozny,Premier Liga,32,Midfielder ,0,2500000,"Last update: Jun 14, 2019",10000000,1/20/2013
Evgeni Gorodov,Akhmat Grozny,Premier Liga,33,Goalkeeper,15,1000000,"Last update: Jun 14, 2019",1200000,06/01/2017
Evgeni Kharin,Akhmat Grozny,Premier Liga,24,Midfielder ,1,800000,"Last update: Sep 10, 2019",800000,09/10/2019
Ismael Silva,Akhmat Grozny,Premier Liga,24,Midfielder ,0,3500000,"Last update: Jun 14, 2019",3500000,6/14/2019
Khalid Kadyrov,Akhmat Grozny,Premier Liga,25,Forward ,0,50000,"Last update: Jun 14, 2019",200000,01/06/2016
Konrad Michalak,Akhmat Grozny,Premier Liga,22,Forward ,0,750000,"Last update: Jun 29, 2019",750000,6/29/2019
Lechii Sadulaev,Akhmat Grozny,Premier Liga,19,Midfielder ,7,175000,"Last update: Jun 14, 2019",175000,6/14/2019
Magomed Mitrishev,Akhmat Grozny,Premier Liga,27,Forward ,0,1500000,"Last update: Jun 14, 2019",2500000,12/20/2018
Magomed Musalov,Akhmat Grozny,Premier Liga,25,Defender ,0,600000,"Last update: Jun 14, 2019",1200000,10/02/2017
Mikhail Gashchenkov,Akhmat Grozny,Premier Liga,27,Midfielder ,0,700000,"Last update: Jun 14, 2019",800000,12/20/2018
Odise Roshi,Akhmat Grozny,Premier Liga,28,Forward ,2,800000,"Last update: Jun 14, 2019",1400000,12/23/2017
Oleg Ivanov,Akhmat Grozny,Premier Liga,33,Midfielder ,0,2000000,"Last update: Jun 14, 2019",4000000,01/06/2016
Ravanelli,Akhmat Grozny,Premier Liga,22,Midfielder ,5,2500000,"Last update: Jun 14, 2019",2500000,6/14/2019
Rizvan Utsiev,Akhmat Grozny,Premier Liga,31,Defender ,0,2500000,"Last update: Jun 14, 2019",4000000,01/06/2016
Roland Gigolaev,Akhmat Grozny,Premier Liga,29,Midfielder ,0,800000,"Last update: Jun 14, 2019",800000,12/20/2018
Vitali Gudiev,Akhmat Grozny,Premier Liga,24,Goalkeeper,6,800000,"Last update: Jun 14, 2019",800000,12/23/2017
Wilker Angel,Akhmat Grozny,Premier Liga,26,Defender ,1,3500000,"Last update: Jun 14, 2019",3500000,12/20/2018
Zoran Nizic,Akhmat Grozny,Premier Liga,30,Defender ,0,2000000,"Last update: Jun 14, 2019",2500000,3/18/2018
Adrian Marin,Alaves,LaLiga,22,Defender ,0,800000,"Last update: Jun 11, 2019",1000000,1/23/2015
Aleix Vidal,Alaves,LaLiga,30,Forward ,0,4000000,"Last update: Jun 11, 2019",10000000,07/01/2015
Antonio Sivera,Alaves,LaLiga,23,Goalkeeper,3,1500000,"Last update: Jun 11, 2019",1500000,06/11/2019
Borja Sainz,Alaves,LaLiga,18,Forward ,0,,,,
Burgui,Alaves,LaLiga,26,Forward ,0,1500000,"Last update: Jun 11, 2019",3000000,8/17/2017
Daniel Torres,Alaves,LaLiga,30,Midfielder ,0,900000,"Last update: Jun 29, 2019",3000000,7/15/2016
Fernando Pacheco,Alaves,LaLiga,27,Goalkeeper,15,15000000,"Last update: Jun 11, 2019",18000000,12/21/2018
Javi Munoz,Alaves,LaLiga,24,Midfielder ,0,500000,"Last update: Jun 29, 2019",600000,2/19/2019
John Guidetti,Alaves,LaLiga,27,Forward ,0,3000000,"Last update: Jun 11, 2019",8000000,7/15/2016
Joselu,Alaves,LaLiga,29,Forward ,4,4000000,"Last update: Jun 13, 2019",7000000,08/10/2012
Lisandro Magallan,Alaves,LaLiga,26,Defender ,1,6000000,"Last update: Jun 12, 2019",6000000,12/18/2018
Lucas Perez,Alaves,LaLiga,31,Forward ,7,4000000,"Last update: Jun 13, 2019",17000000,10/24/2016
Luis Rioja,Alaves,LaLiga,26,Forward ,0,1500000,"Last update: Jun 29, 2019",1500000,6/29/2019
Manu Garcia,Alaves,LaLiga,33,Midfielder ,0,2000000,"Last update: Jun 11, 2019",2000000,06/11/2019
Martin Aguirregabiria,Alaves,LaLiga,23,Defender ,0,7500000,"Last update: Jun 11, 2019",7500000,12/21/2018
Mubarak Wakaso,Alaves,LaLiga,29,Midfielder ,0,2500000,"Last update: Jun 11, 2019",5000000,7/25/2013
Oliver Burke,Alaves,LaLiga,22,Forward ,0,7500000,"Last update: Sep 10, 2019",12000000,10/23/2017
Pere Pons,Alaves,LaLiga,26,Midfielder ,0,4000000,"Last update: Jun 11, 2019",7500000,12/21/2018
Rafa Navarro,Alaves,LaLiga,25,Defender ,2,500000,"Last update: Jun 27, 2019",1500000,06/05/2017
Rodrigo Ely,Alaves,LaLiga,26,Defender ,0,2000000,"Last update: Jun 11, 2019",6000000,3/22/2018
Ruben Duarte,Alaves,LaLiga,24,Defender ,0,5000000,"Last update: Jun 11, 2019",5000000,06/11/2019
Tachi,Alaves,LaLiga,22,Defender ,0,1000000,"Last update: Sep 10, 2019",1000000,09/10/2019
Tomas Pina,Alaves,LaLiga,32,Midfielder ,1,2500000,"Last update: Jun 11, 2019",5000000,7/25/2013
Victor Laguardia,Alaves,LaLiga,30,Defender ,1,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Ximo Navarro,Alaves,LaLiga,29,Defender ,0,3000000,"Last update: Jun 11, 2019",3000000,12/21/2018
Ainsley Maitland-Niles,Arsenal,Premier League,22,Midfielder ,0,18000000,"Last update: Sep 12, 2019",18000000,09/12/2019
Alexandre Lacazette,Arsenal,Premier League,28,Forward ,2,70000000,"Last update: Jun 13, 2019",70000000,6/13/2019
Bernd Leno,Arsenal,Premier League,27,Goalkeeper,17,30000000,"Last update: Jun 13, 2019",30000000,6/13/2019
Bukayo Saka,Arsenal,Premier League,18,Forward ,0,7000000,"Last update: Sep 23, 2019",,
Calum Chambers,Arsenal,Premier League,24,Defender ,1,14000000,"Last update: Jun 13, 2019",14000000,6/28/2017
Dani Ceballos,Arsenal,Premier League,23,Midfielder ,0,45000000,"Last update: Sep 12, 2019",45000000,09/12/2019
David Luiz,Arsenal,Premier League,32,Defender ,2,20000000,"Last update: Jun 13, 2019",30000000,08/01/2014
Emiliano Martinez,Arsenal,Premier League,27,Goalkeeper,3,3500000,"Last update: Sep 12, 2019",3500000,09/12/2019
Gabriel Martinelli,Arsenal,Premier League,18,Forward ,0,8000000,"Last update: Sep 12, 2019",8000000,09/12/2019
Granit Xhaka,Arsenal,Premier League,27,Midfielder ,0,40000000,"Last update: Sep 12, 2019",50000000,12/19/2018
Hector Bellerin,Arsenal,Premier League,24,Defender ,0,40000000,"Last update: Jun 13, 2019",40000000,3/23/2018
Joe Willock,Arsenal,Premier League,20,Midfielder ,0,10000000,"Last update: Sep 12, 2019",10000000,09/12/2019
Kieran Tierney,Arsenal,Premier League,22,Defender ,0,25000000,"Last update: Sep 12, 2019",25000000,09/12/2019
Konstantinos Mavropanos,Arsenal,Premier League,21,Defender ,0,3000000,"Last update: Jun 13, 2019",3000000,5/28/2018
Lucas Torreira,Arsenal,Premier League,23,Midfielder ,1,55000000,"Last update: Jun 13, 2019",55000000,12/19/2018
Matt Macey,Arsenal,Premier League,25,Goalkeeper,2,250000,"Last update: Jun 13, 2019",500000,02/09/2016
Matteo Guendouzi,Arsenal,Premier League,20,Midfielder ,0,45000000,"Last update: Sep 12, 2019",45000000,09/12/2019
Mesut Ozil,Arsenal,Premier League,31,Midfielder ,0,25000000,"Last update: Jun 13, 2019",50000000,9/18/2013
Nicolas Pepe,Arsenal,Premier League,24,Forward ,1,75000000,"Last update: Sep 12, 2019",75000000,09/12/2019
Pierre-Emerick Aubameyang,Arsenal,Premier League,30,Forward ,8,70000000,"Last update: Jun 13, 2019",75000000,5/28/2018
Reiss Nelson,Arsenal,Premier League,19,Forward ,0,17000000,"Last update: Jun 5, 2019",17000000,12/18/2018
Rob Holding,Arsenal,Premier League,24,Defender ,0,12000000,"Last update: Jun 13, 2019",12000000,12/19/2018
Sead Kolasinac,Arsenal,Premier League,26,Defender ,0,20000000,"Last update: Jun 13, 2019",20000000,12/19/2018
Shkodran Mustafi,Arsenal,Premier League,27,Defender ,1,18000000,"Last update: Sep 12, 2019",30000000,10/24/2016
Sokratis,Arsenal,Premier League,31,Defender ,1,20000000,"Last update: Jun 13, 2019",28000000,02/07/2017
Aleksandr Denisov,Arsenal Tula,Premier Liga,30,Defender ,0,300000,"Last update: Jun 14, 2019",650000,8/17/2009
Aleksandr Dovbnya,Arsenal Tula,Premier Liga,23,Defender ,0,250000,"Last update: Jun 25, 2019",300000,4/26/2018
